YEAR,EXAM,BIL,NAMA,NOKP,KELAS,TINGKATAN,JANTINA,BM,BMG,BI,BIG,MM,MMG,SEJ,SEJG,PI,PIG,SN,SNG,GEO,GEOG,RBT,RBTG,ASK,ASKG,BJ,BJG,BA,BAG,PSV,PSVG,MT,MTG,PHY,PHYG,CHE,CHEG,BIO,BIOG,SK,SKG,GKT,GKTG,ACC,ACCG,PN,PNG,EKO,EKOG,TAS,TASG,JUMLAH_MARKAH,JUMLAH_GRED
2023,PPT,10,MUHAMMAD STUDENT 1866,2301014737,T5 GAMMA,T5,Lelaki,51,C,62,C+,50,C,67,B,77,A-,69,B,,,,,,,,,,,70,B+,,,,,,,,,,,,,,,48,D,,,70,B+,564,9 SUBJ
2023,PPT,11,MUHAMMAD STUDENT 1867,2301017552,T5 GAMMA,T5,Lelaki,69,B,16,G,78,A-,62,C+,63,C+,46,D,,,,,,,,,,,52,C,,,,,,,,,,,,,,,41,E,,,52,C,479,9 SUBJ
2023,PPT,12,NUR STUDENT 1868,2301014028,T5 GAMMA,T5,Perempuan,32,G,76,A-,63,C+,47,D,51,C,50,C,,,,,,,,,,,71,B+,,,,,,,,,,,,,,,67,B,,,43,E,500,9 SUBJ
2023,PPT,13,NUR STUDENT 1869,2301019368,T5 GAMMA,T5,Perempuan,65,B,77,A-,41,E,59,C,67,B,46,D,,,,,,,,,,,66,B,,,,,,,,,,,,,,,23,G,,,63,C+,507,9 SUBJ
2023,PPT,14,MUHAMMAD STUDENT 1870,2301014661,T5 GAMMA,T5,Lelaki,51,C,55,C,62,C+,58,C,52,C,71,B+,,,,,,,,,,,67,B,,,,,,,,,,,,,,,62,C+,,,58,C,536,9 SUBJ
2023,PPT,15,MUHAMMAD STUDENT 1871,2301018838,T5 GAMMA,T5,Lelaki,74,B+,56,C,66,B,55,C,58,C,45,D,,,,,,,,,,,59,C,,,,,,,,,,,,,,,64,C+,,,55,C,532,9 SUBJ
2023,PPT,16,MUHAMMAD STUDENT 1872,2301011955,T5 GAMMA,T5,Lelaki,64,C+,63,C+,70,B+,74,B+,55,C,45,D,,,,,,,,,,,60,C+,,,,,,,,,,,,,,,71,B+,,,59,C,561,9 SUBJ
2023,PPT,17,MUHAMMAD STUDENT 1873,2301011452,T5 GAMMA,T5,Lelaki,63,C+,62,C+,44,E,52,C,45,D,57,C,,,,,,,,,,,36,G,,,,,,,,,,,,,,,66,B,,,71,B+,496,9 SUBJ
2023,PPT,18,MUHAMMAD STUDENT 1874,2301014106,T5 GAMMA,T5,Lelaki,70,B+,41,E,54,C,49,D,71,B+,51,C,,,,,,,,,,,67,B,,,,,,,,,,,,,,,55,C,,,27,G,485,9 SUBJ
2023,PPT,19,NUR STUDENT 1875,2301013873,T5 GAMMA,T5,Perempuan,49,D,43,E,60,C+,80,A,74,B+,53,C,,,,,,,,,,,50,C,,,,,,,,,,,,,,,64,C+,,,84,A,557,9 SUBJ
2023,PPT,20,MUHAMMAD STUDENT 1876,2301014895,T5 GAMMA,T5,Lelaki,57,C,69,B,52,C,57,C,43,E,55,C,,,,,,,,,,,63,C+,,,,,,,,,,,,,,,62,C+,,,55,C,513,9 SUBJ
2023,PPT,21,MUHAMMAD STUDENT 1877,2301015395,T5 GAMMA,T5,Lelaki,69,B,69,B,55,C,56,C,67,B,74,B+,,,,,,,,,,,63,C+,,,,,,,,,,,,,,,64,C+,,,55,C,572,9 SUBJ
2023,PPT,22,NUR STUDENT 1878,2301014304,T5 GAMMA,T5,Perempuan,66,B,50,C,61,C+,53,C,50,C,68,B,,,,,,,,,,,74,B+,,,,,,,,,,,,,,,46,D,,,71,B+,539,9 SUBJ
2023,PPT,23,MUHAMMAD STUDENT 1879,2301016927,T5 GAMMA,T5,Lelaki,78,A-,65,B,44,E,61,C+,55,C,49,D,,,,,,,,,,,57,C,,,,,,,,,,,,,,,67,B,,,55,C,531,9 SUBJ
2023,PPT,24,NUR STUDENT 1880,2301019132,T5 GAMMA,T5,Perempuan,76,A-,84,A,49,D,69,B,78,A-,69,B,,,,,,,,,,,53,C,,,,,,,,,,,,,,,59,C,,,76,A-,613,9 SUBJ
2023,PPT,25,NUR STUDENT 1881,2301011345,T5 GAMMA,T5,Perempuan,88,A,68,B,48,D,79,A-,69,B,71,B+,,,,,,,,,,,62,C+,,,,,,,,,,,,,,,59,C,,,49,D,593,9 SUBJ
2023,PPT,26,NUR STUDENT 1882,2301016619,T5 GAMMA,T5,Perempuan,64,C+,74,B+,69,B,44,E,53,C,49,D,,,,,,,,,,,72,B+,,,,,,,,,,,,,,,38,G,,,77,A-,540,9 SUBJ
2023,PPT,27,MUHAMMAD STUDENT 1883,2301018125,T5 GAMMA,T5,Lelaki,50,C,61,C+,65,B,64,C+,83,A,79,A-,,,,,,,,,,,53,C,,,,,,,,,,,,,,,49,D,,,65,B,569,9 SUBJ
2023,PPT,1,NUR STUDENT 1884,2301019674,T5 LAMBDA,T5,Perempuan,89,A,71,B+,52,C,76,A-,81,A,46,D,,,,,,,,,,,58,C,,,,,,,,,,,,,,,59,C,,,56,C,588,9 SUBJ
2023,PPT,2,MUHAMMAD STUDENT 1885,2301013309,T5 LAMBDA,T5,Lelaki,54,C,75,A-,58,C,53,C,64,C+,73,B+,,,,,,,,,,,65,B,,,,,,,,,,,,,,,45,D,,,44,E,531,9 SUBJ
2023,PPT,3,MUHAMMAD STUDENT 1886,2301016551,T5 LAMBDA,T5,Lelaki,51,C,53,C,61,C+,79,A-,65,B,48,D,,,,,,,,,,,50,C,,,,,,,,,,,,,,,36,G,,,57,C,500,9 SUBJ
2023,PPT,4,MUHAMMAD STUDENT 1887,2301016305,T5 LAMBDA,T5,Lelaki,50,C,70,B+,54,C,57,C,57,C,51,C,,,,,,,,,,,45,D,,,,,,,,,,,,,,,83,A,,,40,E,507,9 SUBJ
2023,PPT,5,MUHAMMAD STUDENT 1888,2301011270,T5 LAMBDA,T5,Lelaki,63,C+,25,G,46,D,38,G,56,C,71,B+,,,,,,,,,,,45,D,,,,,,,,,,,,,,,55,C,,,70,B+,469,9 SUBJ
2023,PPT,6,MUHAMMAD STUDENT 1889,2301019354,T5 LAMBDA,T5,Lelaki,60,C+,64,C+,48,D,47,D,49,D,60,C+,,,,,,,,,,,51,C,,,,,,,,,,,,,,,64,C+,,,31,G,474,9 SUBJ
2023,PPT,7,MUHAMMAD STUDENT 1890,2301011776,T5 LAMBDA,T5,Lelaki,51,C,53,C,50,C,50,C,58,C,57,C,,,,,,,,,,,43,E,,,,,,,,,,,,,,,64,C+,,,55,C,481,9 SUBJ
2023,PPT,8,MUHAMMAD STUDENT 1891,2301014178,T5 LAMBDA,T5,Lelaki,50,C,66,B,42,E,41,E,34,G,89,A,,,,,,,,,,,48,D,,,,,,,,,,,,,,,58,C,,,47,D,475,9 SUBJ
2023,PPT,9,NUR STUDENT 1892,2301014932,T5 LAMBDA,T5,Perempuan,51,C,71,B+,66,B,60,C+,42,E,65,B,,,,,,,,,,,43,E,,,,,,,,,,,,,,,45,D,,,44,E,487,9 SUBJ
2023,PPT,10,MUHAMMAD STUDENT 1893,2301014050,T5 LAMBDA,T5,Lelaki,64,C+,53,C,45,D,67,B,50,C,51,C,,,,,,,,,,,58,C,,,,,,,,,,,,,,,62,C+,,,58,C,508,9 SUBJ
2023,PPT,11,NUR STUDENT 1894,2301013824,T5 LAMBDA,T5,Perempuan,49,D,68,B,48,D,48,D,70,B+,54,C,,,,,,,,,,,42,E,,,,,,,,,,,,,,,52,C,,,52,C,483,9 SUBJ
2023,PPT,12,MUHAMMAD STUDENT 1895,2301019063,T5 LAMBDA,T5,Lelaki,46,D,70,B+,48,D,45,D,48,D,59,C,,,,,,,,,,,42,E,,,,,,,,,,,,,,,49,D,,,51,C,458,9 SUBJ
2023,PPT,13,MUHAMMAD STUDENT 1896,2301013263,T5 LAMBDA,T5,Lelaki,69,B,88,A,59,C,69,B,60,C+,47,D,,,,,,,,,,,65,B,,,,,,,,,,,,,,,70,B+,,,54,C,581,9 SUBJ
2023,PPT,14,MUHAMMAD STUDENT 1897,2301015171,T5 LAMBDA,T5,Lelaki,56,C,58,C,60,C+,38,G,50,C,78,A-,,,,,,,,,,,51,C,,,,,,,,,,,,,,,63,C+,,,53,C,507,9 SUBJ
2023,PPT,15,NUR STUDENT 1898,2301013039,T5 LAMBDA,T5,Perempuan,55,C,53,C,69,B,58,C,71,B+,49,D,,,,,,,,,,,58,C,,,,,,,,,,,,,,,53,C,,,38,G,504,9 SUBJ
2023,PPT,16,NUR STUDENT 1899,2301016211,T5 LAMBDA,T5,Perempuan,49,D,66,B,37,G,50,C,69,B,71,B+,,,,,,,,,,,71,B+,,,,,,,,,,,,,,,24,G,,,37,G,474,9 SUBJ
2023,PPT,17,MUHAMMAD STUDENT 1900,2301018123,T5 LAMBDA,T5,Lelaki,46,D,68,B,57,C,68,B,54,C,58,C,,,,,,,,,,,47,D,,,,,,,,,,,,,,,76,A-,,,74,B+,548,9 SUBJ
2023,PPT,18,NUR STUDENT 1901,2301016226,T5 LAMBDA,T5,Perempuan,51,C,69,B,67,B,45,D,62,C+,64,C+,,,,,,,,,,,74,B+,,,,,,,,,,,,,,,30,G,,,37,G,499,9 SUBJ
2023,PPT,19,NUR STUDENT 1902,2301013356,T5 LAMBDA,T5,Perempuan,82,A,71,B+,71,B+,58,C,65,B,63,C+,,,,,,,,,,,67,B,,,,,,,,,,,,,,,72,B+,,,68,B,617,9 SUBJ
2023,PPT,20,MUHAMMAD STUDENT 1903,2301012958,T5 LAMBDA,T5,Lelaki,63,C+,48,D,46,D,78,A-,65,B,44,E,,,,,,,,,,,52,C,,,,,,,,,,,,,,,53,C,,,59,C,508,9 SUBJ
2023,PPT,21,MUHAMMAD STUDENT 1904,2301018196,T5 LAMBDA,T5,Lelaki,43,E,65,B,70,B+,69,B,66,B,63,C+,,,,,,,,,,,66,B,,,,,,,,,,,,,,,70,B+,,,73,B+,585,9 SUBJ
2023,PPT,1,NUR STUDENT 1905,2301017965,T5 OMEGA,T5,Perempuan,67,B,53,C,65,B,47,D,62,C+,46,D,,,,,,,,,,,65,B,,,,,,,,,,,,,,,73,B+,,,52,C,530,9 SUBJ
2023,PPT,2,NUR STUDENT 1906,2301019261,T5 OMEGA,T5,Perempuan,59,C,49,D,67,B,66,B,71,B+,50,C,,,,,,,,,,,83,A,,,,,,,,,,,,,,,59,C,,,42,E,546,9 SUBJ
2023,PPT,3,NUR STUDENT 1907,2301017952,T5 OMEGA,T5,Perempuan,59,C,40,E,62,C+,61,C+,67,B,54,C,,,,,,,,,,,63,C+,,,,,,,,,,,,,,,73,B+,,,51,C,530,9 SUBJ
2023,PPT,4,MUHAMMAD STUDENT 1908,2301017755,T5 OMEGA,T5,Lelaki,77,A-,76,A-,84,A,49,D,65,B,60,C+,,,,,,,,,,,68,B,,,,,,,,,,,,,,,66,B,,,44,E,589,9 SUBJ
2023,PPT,5,NUR STUDENT 1909,2301017466,T5 OMEGA,T5,Perempuan,82,A,61,C+,78,A-,51,C,47,D,61,C+,,,,,,,,,,,41,E,,,,,,,,,,,,,,,69,B,,,53,C,543,9 SUBJ
2023,PPT,6,MUHAMMAD STUDENT 1910,2301018889,T5 OMEGA,T5,Lelaki,65,B,69,B,57,C,36,G,62,C+,60,C+,,,,,,,,,,,61,C+,,,,,,,,,,,,,,,69,B,,,48,D,527,9 SUBJ
2023,PPT,7,MUHAMMAD STUDENT 1911,2301012473,T5 OMEGA,T5,Lelaki,66,B,54,C,81,A,40,E,57,C,62,C+,,,,,,,,,,,56,C,,,,,,,,,,,,,,,58,C,,,52,C,526,9 SUBJ
2023,PPT,8,NUR STUDENT 1912,2301015613,T5 OMEGA,T5,Perempuan,69,B,51,C,79,A-,57,C,56,C,46,D,,,,,,,,,,,44,E,,,,,,,,,,,,,,,52,C,,,58,C,512,9 SUBJ
2023,PPT,9,MUHAMMAD STUDENT 1913,2301017636,T5 OMEGA,T5,Lelaki,61,C+,56,C,67,B,51,C,48,D,75,A-,,,,,,,,,,,45,D,,,,,,,,,,,,,,,73,B+,,,52,C,528,9 SUBJ
2023,PPT,10,MUHAMMAD STUDENT 1914,2301011059,T5 OMEGA,T5,Lelaki,69,B,33,G,75,A-,50,C,38,G,65,B,,,,,,,,,,,47,D,,,,,,,,,,,,,,,64,C+,,,43,E,484,9 SUBJ
2023,PPT,11,MUHAMMAD STUDENT 1915,2301012227,T5 OMEGA,T5,Lelaki,40,E,64,C+,49,D,67,B,33,G,50,C,,,,,,,,,,,53,C,,,,,,,,,,,,,,,65,B,,,69,B,490,9 SUBJ
2023,PPT,12,NUR STUDENT 1916,2301017007,T5 OMEGA,T5,Perempuan,66,B,59,C,59,C,77,A-,52,C,59,C,,,,,,,,,,,80,A,,,,,,,,,,,,,,,49,D,,,35,G,536,9 SUBJ
2023,PPT,13,NUR STUDENT 1917,2301015001,T5 OMEGA,T5,Perempuan,61,C+,63,C+,82,A,78,A-,62,C+,54,C,,,,,,,,,,,45,D,,,,,,,,,,,,,,,43,E,,,38,G,526,9 SUBJ
2023,PPT,14,MUHAMMAD STUDENT 1918,2301018642,T5 OMEGA,T5,Lelaki,65,B,55,C,44,E,55,C,61,C+,32,G,,,,,,,,,,,44,E,,,,,,,,,,,,,,,84,A,,,45,D,485,9 SUBJ
2023,PPT,15,NUR STUDENT 1919,2301018248,T5 OMEGA,T5,Perempuan,75,A-,56,C,70,B+,55,C,52,C,86,A,,,,,,,,,,,56,C,,,,,,,,,,,,,,,39,G,,,38,G,527,9 SUBJ
2023,PPT,16,NUR STUDENT 1920,2301014046,T5 OMEGA,T5,Perempuan,67,B,53,C,45,D,60,C+,50,C,64,C+,,,,,,,,,,,79,A-,,,,,,,,,,,,,,,40,E,,,49,D,507,9 SUBJ
2023,PPT,17,NUR STUDENT 1921,2301018078,T5 OMEGA,T5,Perempuan,48,D,66,B,69,B,72,B+,78,A-,52,C,,,,,,,,,,,45,D,,,,,,,,,,,,,,,48,D,,,49,D,527,9 SUBJ
2023,PPT,18,NUR STUDENT 1922,2301013028,T5 OMEGA,T5,Perempuan,50,C,74,B+,60,C+,58,C,61,C+,53,C,,,,,,,,,,,68,B,,,,,,,,,,,,,,,66,B,,,44,E,534,9 SUBJ
2023,PPT,19,MUHAMMAD STUDENT 1923,2301017860,T5 OMEGA,T5,Lelaki,59,C,53,C,64,C+,58,C,70,B+,42,E,,,,,,,,,,,41,E,,,,,,,,,,,,,,,67,B,,,47,D,501,9 SUBJ
2023,PPT,20,MUHAMMAD STUDENT 1924,2301011401,T5 OMEGA,T5,Lelaki,67,B,59,C,74,B+,66,B,78,A-,78,A-,,,,,,,,,,,67,B,,,,,,,,,,,,,,,80,A,,,59,C,628,9 SUBJ
2023,PPT,21,NUR STUDENT 1925,2301013683,T5 OMEGA,T5,Perempuan,64,C+,41,E,63,C+,60,C+,74,B+,61,C+,,,,,,,,,,,37,G,,,,,,,,,,,,,,,52,C,,,52,C,504,9 SUBJ
2023,PPT,22,NUR STUDENT 1926,2301018881,T5 OMEGA,T5,Perempuan,49,D,57,C,70,B+,50,C,68,B,67,B,,,,,,,,,,,80,A,,,,,,,,,,,,,,,68,B,,,54,C,563,9 SUBJ
2023,PPT,23,MUHAMMAD STUDENT 1927,2301017961,T5 OMEGA,T5,Lelaki,66,B,49,D,46,D,51,C,51,C,66,B,,,,,,,,,,,47,D,,,,,,,,,,,,,,,64,C+,,,78,A-,518,9 SUBJ
2023,PPT,24,MUHAMMAD STUDENT 1928,2301019777,T5 OMEGA,T5,Lelaki,43,E,66,B,62,C+,54,C,59,C,72,B+,,,,,,,,,,,42,E,,,,,,,,,,,,,,,72,B+,,,65,B,535,9 SUBJ
2023,PPT,25,MUHAMMAD STUDENT 1929,2301011812,T5 OMEGA,T5,Lelaki,57,C,47,D,48,D,29,G,69,B,61,C+,,,,,,,,,,,60,C+,,,,,,,,,,,,,,,77,A-,,,48,D,496,9 SUBJ
2023,PPT,26,NUR STUDENT 1930,2301015153,T5 OMEGA,T5,Perempuan,63,C+,64,C+,59,C,48,D,60,C+,48,D,,,,,,,,,,,57,C,,,,,,,,,,,,,,,66,B,,,62,C+,527,9 SUBJ
2023,PPT,1,NUR STUDENT 1931,2301019748,T5 SIGMA,T5,Perempuan,41,E,63,C+,39,G,48,D,57,C,52,C,,,,,,,,,,,57,C,,,,,,,,,,,,,,,42,E,,,49,D,448,9 SUBJ
2023,PPT,2,NUR STUDENT 1932,2301014338,T5 SIGMA,T5,Perempuan,66,B,52,C,41,E,63,C+,51,C,58,C,,,,,,,,,,,50,C,,,,,,,,,,,,,,,84,A,,,43,E,508,9 SUBJ
2023,PPT,3,MUHAMMAD STUDENT 1933,2301016647,T5 SIGMA,T5,Lelaki,72,B+,60,C+,55,C,53,C,61,C+,43,E,,,,,,,,,,,33,G,,,,,,,,,,,,,,,57,C,,,73,B+,507,9 SUBJ
2023,PPT,4,MUHAMMAD STUDENT 1934,2301012967,T5 SIGMA,T5,Lelaki,52,C,58,C,57,C,77,A-,41,E,62,C+,,,,,,,,,,,32,G,,,,,,,,,,,,,,,40,E,,,53,C,472,9 SUBJ
2023,PPT,5,MUHAMMAD STUDENT 1935,2301011635,T5 SIGMA,T5,Lelaki,68,B,77,A-,55,C,54,C,82,A,61,C+,,,,,,,,,,,55,C,,,,,,,,,,,,,,,37,G,,,50,C,539,9 SUBJ
2023,PPT,6,NUR STUDENT 1936,2301014390,T5 SIGMA,T5,Perempuan,69,B,66,B,87,A,65,B,67,B,70,B+,,,,,,,,,,,65,B,,,,,,,,,,,,,,,52,C,,,56,C,597,9 SUBJ
2023,PPT,7,NUR STUDENT 1937,2301015197,T5 SIGMA,T5,Perempuan,47,D,73,B+,62,C+,54,C,56,C,57,C,,,,,,,,,,,69,B,,,,,,,,,,,,,,,32,G,,,40,E,490,9 SUBJ
2023,PPT,8,MUHAMMAD STUDENT 1938,2301018543,T5 SIGMA,T5,Lelaki,57,C,46,D,61,C+,41,E,46,D,67,B,,,,,,,,,,,47,D,,,,,,,,,,,,,,,59,C,,,54,C,478,9 SUBJ
2023,PPT,9,NUR STUDENT 1939,2301017522,T5 SIGMA,T5,Perempuan,56,C,50,C,41,E,69,B,82,A,54,C,,,,,,,,,,,61,C+,,,,,,,,,,,,,,,59,C,,,40,E,512,9 SUBJ
2023,PPT,10,MUHAMMAD STUDENT 1940,2301016137,T5 SIGMA,T5,Lelaki,61,C+,54,C,70,B+,56,C,44,E,56,C,,,,,,,,,,,61,C+,,,,,,,,,,,,,,,47,D,,,38,G,487,9 SUBJ
2023,PPT,11,MUHAMMAD STUDENT 1941,2301017549,T5 SIGMA,T5,Lelaki,42,E,32,G,59,C,65,B,64,C+,63,C+,,,,,,,,,,,72,B+,,,,,,,,,,,,,,,81,A,,,30,G,508,9 SUBJ
2023,PPT,12,NUR STUDENT 1942,2301018906,T5 SIGMA,T5,Perempuan,63,C+,68,B,35,G,66,B,55,C,68,B,,,,,,,,,,,55,C,,,,,,,,,,,,,,,49,D,,,45,D,504,9 SUBJ
2023,PPT,13,MUHAMMAD STUDENT 1943,2301018674,T5 SIGMA,T5,Lelaki,54,C,51,C,78,A-,82,A,48,D,54,C,,,,,,,,,,,51,C,,,,,,,,,,,,,,,42,E,,,57,C,517,9 SUBJ
2023,PPT,14,NUR STUDENT 1944,2301013612,T5 SIGMA,T5,Perempuan,32,G,69,B,61,C+,73,B+,49,D,76,A-,,,,,,,,,,,48,D,,,,,,,,,,,,,,,70,B+,,,40,E,518,9 SUBJ
2023,PPT,15,MUHAMMAD STUDENT 1945,2301018818,T5 SIGMA,T5,Lelaki,53,C,58,C,62,C+,47,D,38,G,69,B,,,,,,,,,,,60,C+,,,,,,,,,,,,,,,51,C,,,50,C,488,9 SUBJ
2023,PPT,16,NUR STUDENT 1946,2301016986,T5 SIGMA,T5,Perempuan,48,D,79,A-,35,G,54,C,58,C,79,A-,,,,,,,,,,,67,B,,,,,,,,,,,,,,,53,C,,,64,C+,537,9 SUBJ
2023,PPT,17,MUHAMMAD STUDENT 1947,2301019699,T5 SIGMA,T5,Lelaki,56,C,54,C,67,B,66,B,55,C,42,E,,,,,,,,,,,43,E,,,,,,,,,,,,,,,76,A-,,,61,C+,520,9 SUBJ
2023,PPT,18,MUHAMMAD STUDENT 1948,2301016035,T5 SIGMA,T5,Lelaki,60,C+,56,C,89,A,44,E,47,D,53,C,,,,,,,,,,,37,G,,,,,,,,,,,,,,,47,D,,,46,D,479,9 SUBJ
2023,PPT,19,NUR STUDENT 1949,2301016898,T5 SIGMA,T5,Perempuan,78,A-,47,D,68,B,61,C+,44,E,68,B,,,,,,,,,,,69,B,,,,,,,,,,,,,,,62,C+,,,17,G,514,9 SUBJ
2023,PPT,20,NUR STUDENT 1950,2301014100,T5 SIGMA,T5,Perempuan,56,C,54,C,63,C+,64,C+,36,G,47,D,,,,,,,,,,,50,C,,,,,,,,,,,,,,,53,C,,,41,E,464,9 SUBJ
2023,PPT,21,MUHAMMAD STUDENT 1951,2301017511,T5 SIGMA,T5,Lelaki,59,C,38,G,67,B,52,C,64,C+,61,C+,,,,,,,,,,,65,B,,,,,,,,,,,,,,,54,C,,,42,E,502,9 SUBJ
2023,PPT,22,MUHAMMAD STUDENT 1952,2301014343,T5 SIGMA,T5,Lelaki,73,B+,46,D,77,A-,33,G,54,C,70,B+,,,,,,,,,,,48,D,,,,,,,,,,,,,,,66,B,,,72,B+,539,9 SUBJ
2023,PPT,23,NUR STUDENT 1953,2301014852,T5 SIGMA,T5,Perempuan,65,B,60,C+,46,D,65,B,83,A,62,C+,,,,,,,,,,,70,B+,,,,,,,,,,,,,,,52,C,,,51,C,554,9 SUBJ
2023,PAT,1,MUHAMMAD STUDENT 1954,2301012367,T1 ALPHA,T1,Lelaki,100,A,76,B,80,B,100,A,78,B,62,C,71,B,,,83,B,77,B,,,70,B,,,,,,,,,,,,,,,,,,,,,797,10 SUBJ
2023,PAT,2,NUR STUDENT 1955,2301017112,T1 ALPHA,T1,Perempuan,98,A,100,A,74,B,76,B,67,C,89,A,81,B,,,85,A,62,C,,,89,A,,,,,,,,,,,,,,,,,,,,,821,10 SUBJ
2023,PAT,3,NUR STUDENT 1956,2301016199,T1 ALPHA,T1,Perempuan,92,A,87,A,78,B,77,B,93,A,81,B,92,A,,,74,B,78,B,,,90,A,,,,,,,,,,,,,,,,,,,,,842,10 SUBJ
2023,PAT,4,MUHAMMAD STUDENT 1957,2301012662,T1 ALPHA,T1,Lelaki,82,B,82,B,75,B,63,C,86,A,75,B,87,A,,,96,A,75,B,,,69,C,,,,,,,,,,,,,,,,,,,,,790,10 SUBJ
2023,PAT,5,MUHAMMAD STUDENT 1958,2301018327,T1 ALPHA,T1,Lelaki,85,A,65,C,78,B,81,B,67,C,95,A,66,C,,,70,B,69,C,,,46,E,,,,,,,,,,,,,,,,,,,,,722,10 SUBJ
2023,PAT,6,NUR STUDENT 1959,2301018812,T1 ALPHA,T1,Perempuan,62,C,74,B,74,B,67,C,70,B,60,C,64,C,,,71,B,67,C,,,93,A,,,,,,,,,,,,,,,,,,,,,702,10 SUBJ
2023,PAT,7,MUHAMMAD STUDENT 1960,2301016033,T1 ALPHA,T1,Lelaki,92,A,55,D,81,B,60,C,66,C,76,B,97,A,,,71,B,88,A,,,81,B,,,,,,,,,,,,,,,,,,,,,767,10 SUBJ
2023,PAT,8,NUR STUDENT 1961,2301011437,T1 ALPHA,T1,Perempuan,87,A,74,B,89,A,70,B,74,B,100,A,81,B,,,79,B,81,B,,,67,C,,,,,,,,,,,,,,,,,,,,,802,10 SUBJ
2023,PAT,9,NUR STUDENT 1962,2301016885,T1 ALPHA,T1,Perempuan,75,B,100,A,70,B,70,B,69,C,96,A,85,A,,,86,A,100,A,,,75,B,,,,,,,,,,,,,,,,,,,,,826,10 SUBJ
2023,PAT,10,NUR STUDENT 1963,2301019460,T1 ALPHA,T1,Perempuan,82,B,86,A,85,A,66,C,64,C,84,B,100,A,,,69,C,73,B,,,74,B,,,,,,,,,,,,,,,,,,,,,783,10 SUBJ
2023,PAT,11,MUHAMMAD STUDENT 1964,2301012411,T1 ALPHA,T1,Lelaki,79,B,62,C,65,C,75,B,59,D,79,B,75,B,,,56,D,100,A,,,49,E,,,,,,,,,,,,,,,,,,,,,699,10 SUBJ
2023,PAT,12,NUR STUDENT 1965,2301015181,T1 ALPHA,T1,Perempuan,77,B,90,A,67,C,89,A,91,A,90,A,79,B,,,62,C,51,D,,,68,C,,,,,,,,,,,,,,,,,,,,,764,10 SUBJ
2023,PAT,13,MUHAMMAD STUDENT 1966,2301017442,T1 ALPHA,T1,Lelaki,70,B,69,C,83,B,92,A,61,C,77,B,72,B,,,73,B,72,B,,,76,B,,,,,,,,,,,,,,,,,,,,,745,10 SUBJ
2023,PAT,14,NUR STUDENT 1967,2301017137,T1 ALPHA,T1,Perempuan,71,B,65,C,77,B,67,C,88,A,68,C,94,A,,,74,B,77,B,,,38,F,,,,,,,,,,,,,,,,,,,,,719,10 SUBJ
2023,PAT,15,NUR STUDENT 1968,2301011420,T1 ALPHA,T1,Perempuan,81,B,86,A,59,D,78,B,66,C,86,A,84,B,,,77,B,79,B,,,75,B,,,,,,,,,,,,,,,,,,,,,771,10 SUBJ
2023,PAT,16,NUR STUDENT 1969,2301014328,T1 ALPHA,T1,Perempuan,100,A,100,A,80,B,67,C,61,C,85,A,66,C,,,64,C,86,A,,,96,A,,,,,,,,,,,,,,,,,,,,,805,10 SUBJ
2023,PAT,17,NUR STUDENT 1970,2301015074,T1 ALPHA,T1,Perempuan,88,A,85,A,69,C,77,B,57,D,100,A,74,B,,,86,A,72,B,,,53,D,,,,,,,,,,,,,,,,,,,,,761,10 SUBJ
2023,PAT,18,NUR STUDENT 1971,2301018772,T1 ALPHA,T1,Perempuan,73,B,76,B,63,C,91,A,100,A,72,B,67,C,,,82,B,83,B,,,71,B,,,,,,,,,,,,,,,,,,,,,778,10 SUBJ
2023,PAT,19,NUR STUDENT 1972,2301019802,T1 ALPHA,T1,Perempuan,84,B,82,B,57,D,70,B,87,A,70,B,75,B,,,100,A,86,A,,,73,B,,,,,,,,,,,,,,,,,,,,,784,10 SUBJ
2023,PAT,20,NUR STUDENT 1973,2301013895,T1 ALPHA,T1,Perempuan,68,C,70,B,81,B,96,A,85,A,76,B,78,B,,,55,D,69,C,,,91,A,,,,,,,,,,,,,,,,,,,,,769,10 SUBJ
2023,PAT,21,NUR STUDENT 1974,2301018573,T1 ALPHA,T1,Perempuan,79,B,83,B,50,D,44,E,68,C,75,B,72,B,,,62,C,86,A,,,89,A,,,,,,,,,,,,,,,,,,,,,708,10 SUBJ
2023,PAT,22,NUR STUDENT 1975,2301014338,T1 ALPHA,T1,Perempuan,75,B,79,B,70,B,84,B,65,C,59,D,81,B,,,60,C,68,C,,,72,B,,,,,,,,,,,,,,,,,,,,,713,10 SUBJ
2023,PAT,23,MUHAMMAD STUDENT 1976,2301016610,T1 ALPHA,T1,Lelaki,96,A,50,D,86,A,76,B,62,C,93,A,87,A,,,78,B,74,B,,,65,C,,,,,,,,,,,,,,,,,,,,,767,10 SUBJ
2023,PAT,24,MUHAMMAD STUDENT 1977,2301015807,T1 ALPHA,T1,Lelaki,63,C,61,C,69,C,80,B,81,B,66,C,71,B,,,81,B,86,A,,,75,B,,,,,,,,,,,,,,,,,,,,,733,10 SUBJ
2023,PAT,25,MUHAMMAD STUDENT 1978,2301012425,T1 ALPHA,T1,Lelaki,81,B,67,C,72,B,80,B,85,A,76,B,67,C,,,77,B,83,B,,,62,C,,,,,,,,,,,,,,,,,,,,,750,10 SUBJ
